source,interaction,target
TP53,1,MMP2
E2F1,1,XPC
TP53,1,MET
PPARG,1,CD36
TP53,1,NLRC4
PPARG,1,FABP4
TP53,1,NDRG1
PPARG,1,KLF15
PPARG,1,ADIPOQ
TLX1,1,ALDH1A1
ATR,1,E2F1
YWHAQ,1,E2F1
E2F1,1,DDB2
ATM,-1,MDM2
GPS2_HDAC3_NCOR1_TBL1XR1_TBL1Y,1,DZIP3
DDX17,1,ESR1
DDX17,1,MDM2
TP53,1,RB1
SNCB,-1,TP53
TP53,1,RABGGTA
TP53,1,PYCARD
TP53,-1,PTK2
TP53,1,PTEN
TP53,1,PRKAB1
SGK1,-1,FOXO3
TP53,1,PRDM1
CHUK_IKBKB_IKBKG,-1,FOXO3
TP53,1,PPM1J
AKT1,-1,FOXO1
NR2F2,-1,CEBPA
PLK3,1,TP53
CAMK2A_CAMK2B_CAMK2D_CAMK2G,-1,HDAC4
NR2F2,-1,PPARG
GPS2_HDAC3_NCOR1_TBL1XR1_TBL1Y,1,NR2F2
CAMK2A_CAMK2B_CAMK2D_CAMK2G,1,HDAC9
E2F1,1,CCNB1
E2F1,1,CASP7
TP53,1,SERPINE1
TP53,1,SERPINB5
TP53,1,SFN
TP53,1,SESN1
TP53,1,RPS27L
TP53,1,COP1
TP53,1,S100A2
TP53,1,SCN3B
TP53,-1,SCD
MIR17HG,-1,CCND1
TP53,1,TP73
TP53,1,TP63
GSK3B,1,CCND1
TP53,1,STEAP3
TP53,-1,SLC38A2
ETS1,1,STAT1
STAT1,1,ICAM1
TP53,1,SH2D1A
TP53,1,TNFRSF10C
MAX_MYC_ZMIZ1,-1,CDKN2B
TP53,1,TNFRSF10A
TP53,1,TGFA
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1,1,TP53
TP53,1,TAP1
AXIN1,1,MYC
GSK3B,-1,MYC
PPP2CA_PPP2R5A_PTPA,1,MYC
MAX_MYC,1,NBN
MIR22HG,-1,BMP7
MIR22HG,-1,PPARA
IKBKG,1,IKBKB
CHEK1,-1,CDC25A
RPS6KA5,-1,H2AZ1
TAF1,1,BCL2L11
CREBBP,1,ASAH2B
KAT7,1,H4C2
KAT7,1,H3C12
CASP8,1,CASP6
GTF3C4,1,H3C12
CSNK2A1_CSNK2B,1,TOP2A
NCOA1,1,H4C2
NCOA1,1,H3C12
CDK1,1,CSNK2B
MDM2,-1,JMY
NCOA3,1,H3C12
DYRK2,1,TP53
GDE1,-1,PPM1D
CCNH_CDK7_MNAT1,1,CCNA2
TBK1,1,IRF7
RUNX1,1,IER3
MAVS,1,TBK1
NCOA2,1,H3C12
NCOA3,1,H4C2
TLR5,1,MYD88
KDM3B,-1,H3C12
RIPK2,1,BCL10
KDM3A,1,H3C12
CLOCK,1,H3C12
NCOA2,1,H4C2
KDM4C,-1,H3C12
KDM4B,-1,H3C12
GDE1,-1,CCNE1
KDM4A,-1,BCL2L11
GDE1,-1,CCND1
APC_CDC20,-1,CCNB1
CCNH_CDK7_MNAT1,1,CCNE1
ATR,1,RFWD3
CCNT1_CCNT2_CDK9,1,POLR2A
TNFRSF10A,1,FADD
BAK1,1,AIFM1
TP53,-1,HIF1A
CSNK2B,1,TP53
ABL1,1,WASL
APIP,-1,APAF1
ESCO1,1,KDM1A
TNFAIP3,-1,IKBKG
PPP4C_PPP4R1,-1,H2AX
XRCC5_XRCC6,-1,DDB1
ABL1,-1,YTHDC1
CASP1,1,IL1B
ABL1,1,ZDHHC16
XPC,1,DDB1
CASP1,1,IL18
ESCO1,1,RAD21
ABL2,1,WASL
ABL1,-1,WRN
CAPNS1,1,CAPN2
XRCC5,1,DDB2
MIR17HG,-1,E2F1
MIR17HG,-1,VEGFA
PIK3R4,1,PIK3C3
KMT2B,1,RELB
KMT2D,1,RELB
KMT2B,1,H3C12
KMT2D,1,H3C12
CARM1,1,H3C12
CARM1,1,RELB
BID,1,BAK1
BID,1,BAX
ATM,-1,PLK1
DIABLO,-1,XIAP
PRMT6,-1,THBS1
ATR,-1,PLK1
PRMT6,1,PGR
MRE11_NBN_RAD50,1,ATM
PRMT6,1,ESR1
WEE1,-1,CDK1
KMT5B,1,H4C2
XRCC5,1,ATRIP
KMT2A,1,RELB
PPM1A,-1,PRKAG1
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,HMGCR
PRKAA1_PRKAA2_PRKAB1_PRKAB2_PRKAG1_PRKAG2_PRKAG3,-1,ACACA
BRD4,1,CDK9
CDK9,1,RB1
CCNT1_CCNT2_CDK9,1,RB1
MBD1,1,SETDB1
CUL1_FBXW7_RBX1_SKP1,1,KMT5A
MAPKAPK2,-1,HSPB1
E2F1,1,HIC1
SMARCA4,1,HIC1
RNF8,1,RNF168
SOCS3,-1,TRAF6
SOCS3,-1,MAPK8IP1
MAP2K2,1,MAPK3
MAPK8,1,BMF
PPP5C,-1,TP53BP1
MAPK8,-1,IRS1
PPP5C,-1,PRKDC
MAPK8IP1,-1,MAPK8
RFWD3,1,RPA1
CASP5,1,IL18
CASP5,1,IL1B
MAPK8,1,BAX
RPA1_RPA2_RPA3,1,RFWD3
MAP2K1,1,MAPK1
AKT1,-1,TBC1D1
AKT1,-1,TBC1D4
PPM1D,-1,ATM
PARP1,1,XRCC1
PARP1,1,APTX
HSP90AA1,1,SMYD2
SMYD2,-1,TP53
SETD1A,1,BCL2L11
CXCL9,1,CXCR3
SETD2,1,H3C12
CCL5,1,CCR5
CCL8,1,CCR5
SMYD2,1,H3C12
CCL4,1,CCR5
IL6,1,IL6ST
SETDB2,1,H3C12
MAVS,1,IKBKB
KMT2E,1,H3C12
PARP1,1,H1-1
RIOX1,-1,SP7
FKBP8,1,BCL2L1
FKBP8,1,BCL2
TP53,-1,RECQL4
MYC,1,RIOX2
GSK3A,-1,BCL3
CTBP1,-1,ELK3
SETD7,1,H3C12
PPM1D,-1,CHEK2
PRDM2,-1,H3C12
DOT1L,1,H3C12
KMT5A,1,H4C2
DIABLO,-1,BIRC2
ATG16L1,1,CLTC
DIABLO,-1,BIRC3
CASP3,1,ATG4D
FADD,1,ATG5
MYC,1,MIR17HG
ATG4D,1,GABARAPL1
DIABLO,-1,BIRC5
FADD,1,RIPK1
EGR1,1,TOPBP1
E2F1,1,PPM1D
E2F1,1,MAP3K5
HTRA2,-1,BIRC6
HTRA2,-1,BIRC3
HTRA2,-1,BIRC2
ATG4B,1,GABARAPL1
HTRA2,-1,XIAP
ATG4B,1,GABARAP
BIRC6,-1,DIABLO
CASP7,-1,DFFA
PRKDC_XRCC6,1,LIG4
BNIP3L,1,GABARAPL1
ATG4A,1,GABARAPL2
CASP3,-1,IKBKB
CASP3,-1,RELA
CASP3,-1,EIF4B
ATG4B,1,GABARAPL2
ATM,1,IKBKG
BIRC2,-1,CASP7
PRKDC_XRCC6,1,DCLRE1C
BIRC3,-1,CASP7
PRKDC_XRCC6,1,H2AX
ATM,1,H2AX
H2AX,1,MDC1
CASP3,-1,CTNNB1
CASP3,-1,EIF2A
BIRC5,-1,CASP9
CASP3,-1,GORASP1
PRKN,-1,VDAC1
EGFR,1,GRB2
CASP3,1,ROCK1
TRAF6,1,TAB2
TAB1,1,MAP3K7
BIRC3,-1,CASP9
CASP3,-1,BIRC6
PINK1,1,BECN1
WDFY3,1,ATG12
CASP3,1,CASP7
TAB2,1,MAP3K7
DAXX,1,MAP3K5
FAS,1,DAXX
WDFY3,1,SQSTM1
BCL2L2,-1,BAK1
CASP7,-1,PARP1
CASP3,-1,DFFA
ARNT_HIF1A,1,GAPDH
EGF,1,EGFR
BCL2L2,-1,BAX
VMP1,1,BECN1
ARNT_HIF1A,1,CP
TRAF2,1,MAP3K5
BIRC6,-1,CASP7
ARNT_HIF1A,1,EPO
RPS6KA3,-1,TSC2
RPS6KA1,-1,TSC2
MAPK3,-1,TSC2
ATG7,1,ATG5
PRKACA,-1,MAP1LC3B
IL1A,1,IL1R1
AMBRA1,1,BECN1
PDGFRA_PDGFRB,1,GRB2
ABL2,-1,PDGFRB
ABL1,1,PDGFRB
RAB7A,1,FYCO1
TRAF2,1,IKBKB
TP53,1,FASLG
CCNH_CDK7_MNAT1,1,RARA
DAP3,1,CYCS
CCNH_CDK7_MNAT1,1,RARG
SUPT20H,1,ATG9A
EIF4G2,1,XIAP
RAB33B,1,ATG16L1
EIF4G2,1,BIRC2
BAK1,1,HTRA2
BAX,1,ENDOG
EIF4G2,1,APAF1
CASP2,-1,GOLGA3
CASP6,-1,LMNA
BAK1,1,ENDOG
CISD2,1,BCL2
BID,-1,BCL2L2
BAD,-1,BCL2L2
BBC3,-1,BCL2L2
BBC3,-1,BCL2L2
BCL2L11,-1,BCL2L2
BCL2L11,-1,BCL2
BID,-1,BCL2L1
BCL2L11,-1,BCL2L1
BCL2,-1,BAK1
BCL2L11,1,BAK1
BCL2L1,-1,BAK1
TP53,1,BCL6
BCL6,-1,TP53
SP1,1,GDF15
TP53,-1,RAD51
PIDD1,1,RIPK1
PIDD1,1,CRADD
CRADD,1,RIPK1
CRADD,1,CASP2
CASP2,1,TRAF2
TRAF2,1,RIPK1
TRADD,1,RIPK1
TP53,1,HIC1
TP53,-1,HSP90AB1
TP53,-1,HSPA8
TP53,-1,LGALS3
TP53,1,LIF
TP53,-1,MAD1L1
TP53,1,RNF144B
TP53,1,IGFBP3
TP53,1,IRF5
TP53,1,KRT8
HMGB1,-1,BECN1
CDK1,-1,PIK3C3
MCL1,-1,BECN1
CDK5,-1,PIK3C3
TNFAIP3,-1,BECN1
TRAF6,1,BECN1
BECN1_PIK3C3_PIK3R4_UVRAG,1,ATG9A
DYNLL1,-1,AMBRA1
ULK1,-1,DYNLL1
ULK1,1,AMBRA1
MAPK1,1,RPTOR
ULK1,1,DAPK3
FBXO5,-1,ANAPC11
PIN1,1,FBXO5
PLK1,-1,FBXO5
CDK1,-1,FBXO5
EVI5,1,FBXO5
BTRC,-1,FBXO5
BCL6,-1,ZBTB17
BCL6,-1,ATR
ZBTB17,-1,CDKN1A
UBE2M,1,CUL2
CUL2_ELOB_ELOC_RBX1_VHL,-1,HIF1A
OS9,1,EGLN1
OS9,1,EGLN3
EGLN1,-1,HIF1A
EGLN3,-1,HIF1A
EGLN2,-1,HIF1A
VHL,-1,HIF1A
RUNX3,1,CD4
MYB,1,GATA3
BRCA1,1,PALB2
RUNX1,1,CD4
MYB,1,KIT
MYB,1,MYC
EP300,1,MYB
CREBBP,1,MYB
MYB,1,COL1A2
MYB,1,COL1A1
ATM,1,TP53BP1
PAXIP1,1,ATM
NLK,-1,MYB
PIN1,1,BCL6
TP53BP1,1,PAXIP1
PAXIP1,1,TP53BP1
PER1,1,ATM
TIMELESS,1,ATR
RAD18_UBE2B,1,TP53BP1
RAD18_UBE2B,1,PCNA
PRKDC_XRCC6,1,AKT2
PRKDC_XRCC6,1,AKT1
STAT1,1,MDC1
SSBP1,1,TP53
MRE11_NBN_RAD50,1,RECQL5
GSK3B,1,MDM2
SIRT1,-1,PER2
RORA,1,BMAL1
RORB,1,BMAL1
RORC,1,BMAL1
PARP1,1,HIF1A
ARNT_HIF1A,1,VEGFA
ARNT_HIF1A,1,SLC2A1
ARNT_HIF1A,1,CA9
NR1D1,-1,BMAL1
PER1,-1,BMAL1
PER2,-1,BMAL1
NR1D2,-1,BMAL1
PER3,-1,BMAL1
CAND1,-1,CUL1
UBE2M,1,CUL1
GLRX,1,ACTA1
GAPDH,-1,EDN1
POU3F2,1,GNRH1
PNPLA8,1,PTGS2
SMAD2,1,GNRHR
SMAD3,1,GNRHR
JUN,1,PTGS2
GLRX,-1,GAPDH
SMAD4,1,GNRHR
NR5A1,1,GNRHR
GLRX,1,IRF3
PPP3CA_PPP3CB_PPP3CC_PPP3R1_PPP3R2,1,DNM1L
FKBP4,-1,PPP3CA
DKK1,1,LRP6
SIRT6,-1,RELA
DKK1,-1,LRP5
WNT5A,1,FZD5
USP15,1,RBX1
COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS7B_GPS1,1,USP15
COPS5,1,MYC
COPS5,1,HIF1A
COPS5,1,MDM2
COPS5,1,JUN
COPS5,-1,CDKN1B
NKRF,-1,NFKB2
NKRF,-1,NFKB1
NKRF,-1,RELA
NKRF,-1,REL
TWIST1,-1,TIMP1
TWIST1,-1,CDH1
TWIST1,-1,RELA
TWIST1,1,AKT2
LRP5,-1,GSK3B
FRAT1,-1,GSK3B
FRAT2,-1,GSK3B
PPP3CA_PPP3CB_PPP3CC_PPP3R1_PPP3R2,1,DAPK2
PRICKLE1,-1,DVL3
F2,1,F13A1
CSNK2A1,1,CDH1
CSNK2A1,1,CTNNB1
ATM,-1,RBBP8
ATM,1,UPF1
CSNK2A1_CSNK2B,1,CDH1
CSNK2A1_CSNK2B,1,CTNNB1
MSH2,1,ATR
ATM,1,TRAF6
IL1R1_IL1RAP,1,MYD88
PARP1,1,CHD4
REL,1,IL12A
ATM,-1,RPA1
CSNK2A1_CSNK2B,1,DVL2
TDP2,-1,TOP2A
CSNK2A1_CSNK2B,1,DVL3
CCDC88C,-1,DVL1
PARP2,-1,TOP1
IL10,-1,RELA
TDP2,-1,TOP2B
PARP1,-1,TOP1
ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4,1,H2AZ1
KAT5,1,AR
KAT5,1,MYC
PML,1,KAT5
PPP5C,1,ATM
MIR22HG,-1,MYCBP
MTNR1A,1,GNAQ
MTNR1A,1,GNAI3
MYCBP,1,MYC
CDK11A,-1,EIF3F
CDK11B,-1,EIF3F
CSNK2A1_CSNK2B,1,XRCC4
CUL4A_DDB1_DTL,-1,CDKN1A
CUL4A_DDB1_DTL,-1,CDT1
CUL4A_DDB1_DDB2_RBX1,-1,TP53
DDB2,-1,CDKN1A
PPM1D,-1,H2AX
COPS2_COPS3_COPS4_COPS5_COPS6_COPS7A_COPS7B_GPS1,-1,CUL1
ABL1,-1,TERT
TP53,-1,MIR17HG
PPP2CA_PPP2R5A_PTPA,1,H2AX
PRKACA,1,H3C12
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1,1,RB1
ACTL6A_ACTL6B_ARID1A_ARID1B_ARID2_PBRM1_SMARCA2_SMARCA4_SMARCB1_SMARCC1_SMARCC2_SMARCD1_SMARCD2_SMARCD3_SMARCE1,1,E2F3
SMARCB1,1,MYC
RB1,1,HIF1A
HDAC3,1,TRIM28
TRIM28,-1,STAT3
TRIM28,1,TBL1XR1
RB1,-1,E2F1
E2F1,1,PTTG1
KLF6,-1,PTTG1
E2F6,-1,UXT
PTTG1,-1,TP53
NSMCE2,1,TERF1
NSMCE2,1,TERF2IP
NSMCE2,1,TERF2
ATR,1,DCLRE1A
NSMCE2,1,TINF2
PRKDC,1,DCLRE1C
CDC73,-1,MYC
GSK3B,-1,FOSL1
CD28,1,GRB2
CD86,1,CD28
CD80,1,CD28
CSNK1A1,-1,CARD11
BCL10_CARD11_MALT1,1,IKBKB
ANXA1,1,FPR2
DDX6,-1,ALOX15
P4HA1_P4HB,1,AGO2
AURKA,1,HDAC6
HDAC6,1,HSP90B1
PCBP1,-1,ALOX15
EP300,-1,HDAC6
HNRNPK,-1,ALOX15
HDAC6,1,CTTN
HDAC6,-1,TUBA4B
MAPK8,1,ELK4
MAPK7,1,ELK4
KDM4A,1,AR
KDM4A,1,H1-4
TRIM8,-1,SOCS1
RECQL5,-1,RAD51
MARCHF5,1,RIGI
ZBTB4,-1,CDKN1A
DDX5,1,TP53
DTX3L,1,H4C2
DDX5,1,HDAC1
IKBKE,-1,NFKBIA
PRKN,1,IKBKG
MAP3K7,1,IKBKG
NFKBIZ,-1,STAT3
SMAD4,1,IL10
SP3,1,IL10
GATA3,1,IL10
ATF1,1,IL10
JAK1,1,STAT3
KDM5D,-1,H3C12
ASH2L_DPY30_HCFC1_HCFC2_KMT2A_KMT2D_MEN1_RBBP5_WDR5_WDR82,1,H3C12
ASH2L_DPY30_KDM6A_KMT2B_KMT2C_NCOA6_PAXIP1_RBBP5_WDR5,1,H3C12
KDM5B,-1,H3C12
KDM5C,-1,H3C12
ASH1L,1,H3C12
KDM5A,-1,H3C12
PLK1,-1,PKMYT1
CHUK,1,NFKB2
TNFSF14,1,LTBR
MAP3K14,1,RCAN1
MAP3K14,1,RELA
CD40LG,1,CD40
TNFSF13B,1,MAP3K14
LTA,1,TNFRSF1A
LTB,1,LTBR
LTBR,1,MAP3K14
MAP3K14,1,STAT3
PRKDC,1,TP53
BCL3,1,NFKB2
STAT3,1,JUNB
STAT3,1,DNMT1
BCL3,1,NFKB1
STAT3,1,KLF4
STAT3,1,BIRC5
STAT3,1,EGR1
STAT3,1,GMCL1
STAT3,1,PIM1
STAT3,1,PRDM1
CDK2,-1,FOXO1
FOXO3,-1,BCL2L11
TSC1_TSC2,-1,MTOR
EP300,1,TP53
CTNNB1,1,FOXO1
NRG1,1,ERBB2
CD40,1,TRAF2
ERBB3,1,GRB7
FOXO1,1,KLF4
AKT1,1,FOXO3
AKT1,1,FOXO4
FOXO3,1,SCP2
FOXO1,1,G6PC1
SKP2,1,FOXO1
CREBBP,1,NFKB1
USP7,1,FOXO1
SIRT1,1,FOXO1
KL,-1,INSR
CREBBP,1,RELB
NR1I2,1,FOXO1
FOXO1,1,NR1I2
KL,-1,IGF1R
CTNNB1,1,FOXO4
CTNNB1,1,FOXO3B
CTNNB1,1,FOXO3
EP300,1,H3C12
AKT1,1,EP300
CHUK,1,CREBBP
MIR17HG,-1,CXCL8
MIR17HG,-1,S1PR1
MIR22HG,-1,ESR1
PIAS1,-1,CALCOCO1
CREBBP,1,CTNNB1
EP300,1,CTNNB1
PPP2CA_PPP2R5A_PTPA,1,CTNNB1
NDP,1,FZD4
NOLC1,-1,CSNK2A1
ULK1,1,BECN1
BECN1,1,PIK3C3
AMBRA1_BECN1_PIK3C3_PIK3R4_SH3GLB1_UVRAG,1,MAP1LC3B
BAK1,1,BAX
PRMT5,-1,H4C2
APC2,1,CTNNB1
PRMT5,-1,H2AZ1
HDAC2,-1,H2AZ1
CDH1,-1,CTNNB1
HDAC2,-1,H2BC11
CDC73_CTR9_LEO1_PAF1_SKIC8,1,RNF40
MST1,-1,H2BC11
SIRT1,1,SUV39H1
MTA1,-1,SIX3
SIX3,-1,WNT1
HDAC2,-1,H3C12
SIAH1,-1,CTNNB1
HDAC2,-1,H4C2
ESR1,1,WNT4
USP22,1,H2AZ1
MTA1,1,WNT1
CTBP1,-1,TCF7L2
CDX2,1,CDX4
KAT2A_SAP130_SUPT3H_SUPT7L_TADA1_TADA2A_TADA3_TAF10_TAF12_TAF5L_TAF6L_TAF9_TRRAP_USP22,-1,H2BC11
H2AX,1,TP53BP1
CUL4A_DDB1_DDB2_RBX1,1,H3C12
MAP3K7,1,MAPK8
RNF8_UBE2N,1,H2AZ1
TRAF2,1,MAP3K7
HSPB1,1,SP1
CSNK1E,1,CTNND1
HSPB1,1,UBE2N
CUL4A_DDB1_DDB2_RBX1,1,H4C2
SENP2,-1,TCF7L2
PRKD1,1,HSPB1
TSC1_TSC2,-1,GSK3B
SMURF2,-1,PRICKLE1
SMURF1,-1,PRICKLE1
RANBP2,1,TCF7L2
CSNK1E,-1,CDH1
DIXDC1,-1,AXIN1
GSK3A,1,LRP6
DIXDC1,-1,MAP3K4
SETD7,1,TAF10
SETD7,1,TP53
DFFA,-1,DFFB
RCOR1,1,KDM1A
NKIRAS1,1,NFKBIA
PTEN,1,E2F1
E2F1,1,RAD51
BACH1,-1,NFE2L2
BACH1,-1,NQO1
NKIRAS2,1,NFKBIB
GSK3B,-1,CTNNB1
TP53,1,SIAH1
MAPK3,-1,BCL2L11
MAPK1,-1,BCL2L11
DDIT3,1,BCL2L11
DDIT3,1,BCL2L11
PPP2CA_PPP2R5A_PTPA,1,BCL2L11
DDIT3,1,ITGAM
DDIT3,1,ITGAM
DDIT3,1,FOSL1
DDIT3,1,FOSL1
CASP8,1,CASP7
CASP8,1,BID
DDIT3,1,ERO1A
DDIT3,1,ERO1A
NGF,1,NTRK1
CEBPB,1,RUNX2
CASP9,1,CASP7
MAPK3,1,CEBPB
MAPK1,1,CEBPB
ACAA2,-1,BNIP3
BNIP3,-1,RHEB
BMI1,-1,CDKN2A
BMI1,-1,CDKN2A
CSNK1A1,1,CREB1
CEBPA_FOXO1,1,ADIPOQ
ATR,1,UPF1
BAD,-1,BCL2L1
ING1,1,CDKN1A
ATM,1,SRSF1
CSNK2A1_CSNK2B,1,CREB1
ATM,1,NABP2
KDM3A,1,AR
FADD,1,CASP10
CFLAR,-1,FADD
CASP3,1,CASP6
SIRT1,-1,FOXO3
FOXO3,1,FASLG
FOXO3,1,CDKN1B
FOXO3,1,GADD45A
ATM,1,FBXO31
PRMT5,1,H3C12
BAD,-1,BCL2
BCL2,-1,BAX
BCL2L1,-1,BAX
STAT6,1,RETNLB
STAT6,1,CLEC7A
STAT6,1,CHIA
IL4R,1,JAK1
RPS6KA4,1,FOS
IL4,1,IL4R
USP17L2,1,CDC25A
IL4R,1,JAK3
NEK11,-1,CDC25A
IL3RA,1,JAK2
AKT1,1,SMARCC1
AKT1,1,SMARCB1
PDPK1,1,PRKCA
STAT6,1,THY1
STAT6,1,NFIL3
STAT6,1,ARG1
STAT1,1,FASLG
PIAS4,-1,STAT1
PCNA,1,DNMT1
STAT1,1,IRGC
CHUK,-1,IRF5
STAT6,1,GATA3
MAPK3,1,RPS6KA5
FOXO3,1,PINK1
TRAF6,1,IRF5
STAT1,1,ISG15
IKBKB,-1,NFKB1
MAP3K8,1,MAP2K1
MAP3K8,1,MAP2K2
KMT5B,1,H3-4
BTK,-1,TIRAP
KMT5C,1,H4C2
PRDM1,-1,RASD2
MAP3K8,1,MAP2K3
SIRT7,1,POLR1B
PDK1,1,SGK1
SGK1,-1,FOXO1
MTNR1A,1,MAPK1
KAT5,1,TP53
MDM2,-1,KAT5
CDK1,1,KAT5
ACTA1_ACTL6A_ALKBH3_BRD2_BRD8_DMAP1_EP400_EPC1_ING3_KAT5_MORF4L1_MRGBP_RUVBL1_RUVBL2_TRRAP_VPS72_YEATS4,1,H2AX
STK11,1,PRKAA2_PRKAB2_PRKAG2
EIF2AK2,-1,EIF2S1
EIF2AK4,-1,EIF2S1
RIGI,1,MAVS
TBK1,1,IRF3
EIF2AK1,-1,EIF2S1
MAPK8,1,JUN
MAPK14,1,MKNK2
MAPK14,1,MKNK1
CAPN1,1,ATG5
HSPA5,-1,ERN2
HSPA5,-1,EIF2AK3
CSNK2A1_CSNK2B,1,MAX
EIF2AK3,1,NFE2L2
EIF2AK3,1,BIRC3
EIF2AK3,1,BIRC2
EIF2AK3,1,SLC7A1
EIF2AK3,1,ATF4
MAP2K6,1,MAPK11
CDK5RAP3,1,CDK1
FAIM2,-1,BAX
CDK5RAP3,-1,CHEK1
HSPA5,-1,ERN1
SIRT1,1,NBN
TIMD4,1,HAVCR1
HSPA5,-1,ATF6
GHR,1,JAK2
PRLR,1,JAK2
LEPR,1,JAK2
IL5RA,1,JAK2
FOS,1,NFAT5
JUN,1,NFAT5
ATF2,1,GADD45A
NFAT5,1,GBGT1
PIAS4,1,IKBKG
SOCS3,1,CSF3R
PARP1,1,PIAS4
SOCS3,-1,LIFR
SOCS3,-1,IL6R
SENP3,-1,SUMO2
GNB2,-1,DVL1
NET1,1,RHOA
DVL1,1,DAAM1
ARHGEF18,1,RHOA
CEBPB_FOXO1,-1,WNT10B
ERG,1,WNT11
DAAM1,1,RHO
CSNK2A1_CSNK2B,-1,ATF1
ATM,-1,CREB1
ATM,-1,ATF1
PPP2CA_PPP2R5A_PTPA,1,CREB1
GRHL3,1,ARHGEF19
ARHGEF19,1,RHOA
ARHGEF19,1,CDC42
ARHGEF19,1,RAC1
SFRP1,-1,FZD6
GNAO1,1,DVL1
CRTC2,1,CREB1
CREB1,1,CREBBP
PIAS4,1,TCF7L2
INVS,-1,DVL1
CSNK1E,1,DVL1
DVL1,1,RAC1
PRKN,-1,SYT11
CUL1_FBXW7_PRKN,-1,CCNE1
PRKN,-1,GPR37
PRKN,-1,AIMP2
CAPN2,1,ATG5
BAG2,1,STUB1
CREB1,1,TCF3
CREB1,1,TCL1A
CREB1,1,SMARCA4
CREB1,1,SMARCA2
CREB1,1,SMAD6
CREB1,1,MYC
SCYL2,-1,FZD5
CXXC5,-1,DVL1
CXXC4,-1,DVL1
CSNK2A1_CSNK2B,1,DVL1
KLHL12,-1,DVL1
SDC4,1,DVL1
ANKRD6,1,CSNK1E
ANKRD6,1,DVL1
CSNK1D,-1,PER2
CREB1,1,MTA3
CSNK1E,-1,PER2
CSNK1A1,-1,PER1
ARRB1,1,DVL1
AKT1,-1,ZFP36L1
IRF1,1,TBC1D32
IRF1,1,CCNT2
CSNK2A1_CSNK2B,1,EIF5
IRF1,1,PSMA6
IRF1,1,NSMCE2
IRF1,1,TNFSF10
IRF1,1,CASP8
PARP1,1,CHD1L
SSRP1_SUPT16H,1,H2AX
IRF1,1,H2BC5
IRF1,1,PCNA
IRF1,1,LIG4
KAT5,1,H3C12
KAT5,1,H2AZ1
KAT5,1,H4C2
SIRT1,-1,KAT5
RPS6KA4,1,CREB1
CREBBP,1,H3C12
EP300,1,H2BC11
EP300,1,H2AZ1
EHMT2,-1,H3C12
EHMT1,-1,H3C12
SETDB1,-1,H3C12
KAT6A,1,H3C12
EHMT2,1,DNMT3B
EHMT2,1,DNMT3A
JARID2,1,EHMT1
EHMT1,1,CCND1
KDM6A,1,H3C12
KDM6B,1,H3C12
KDM6A,1,RB1
TRDMT1,-1,CCPG1
KDM1A,1,H3C12
UHRF1,1,DNMT1
TRIM28,1,STAT1
H2AX,1,KAT2A
HDAC1,1,TRIM28
HDAC2,1,STAT3
KAT2A,1,H3C12
MEN1,1,KMT2A
MEN1,1,HOXC6
MEN1,1,HOXC8
PHF8,1,H3C12
SETD1A,1,H3C12
SETD1B,1,H3C12
KMT2A,1,H3C12
GZMA,-1,SET
SIRT1,-1,RELA
GZMA,1,IL1B
SET,-1,NME1
SIRT1,-1,RELB
SIRT1,1,NFKBIA
GZMB,1,CASP3
GZMB,1,TUBA4B
MEN1,1,HOXC9
PRMT6,-1,H3C12
DZIP3,-1,H2AZ1
BMI1,1,RNF2
EED_EZH2_RBBP4_SUZ12,-1,H3C12
MEN1,-1,TERT
STAT1,-1,CREBBP
CREBBP,1,MMP9
FOXO1,1,TRIM63
SIRT6,1,H3C12
GZMA,-1,APEX1
GZMA,-1,HMGB2
STAT1,1,IRF8
IL10,-1,NFKB1
EP300,-1,RECQL4
JUN,1,CTNNB1
PAF1,1,SUV39H1
JAK2,1,H3C12
USP16,1,H2AZ1
TLE5,-1,RELA
TLE5,1,CTNNB1
PHF1,1,SUZ12
HELLS,1,DNMT3L
HELLS,1,DNMT1
HELLS,-1,HOXC8
HELLS,-1,HOXC6
HSPB1,-1,AR
HIF1A,1,BNIP3
SP1,1,BNIP3L
TGFA,1,EGFR
DZIP3,-1,SSRP1
PRKCA,1,MAPK1
PRKCA,1,MAPK3
GLRX,1,IKBKB
EP300,-1,BCL6
SRC,1,EGFR
CYLD,-1,TRAF6
CAPN3,-1,NFKBIA
CASP8,-1,MAP3K14
CYLD,-1,TRAF2
CYLD,-1,IKBKG
NCOR2_RBPJ,-1,NOTCH1
MAML1_RBPJ,1,NOTCH1
HOXA10,1,FOXO1
